1/1	8:59:10
0/1	9:04:10
0/0	9:09:10
0/0	9:14:10
1/1	9:19:10
0/1	9:24:10
0/0	9:29:10
0/1	9:34:10
0/1	9:39:10
0/1	9:44:10
0/0	9:49:10
0/0	9:54:10
0/0	9:59:10
0/0	10:04:10
0/0	10:09:10
0/0	10:14:10
0/0	10:19:10
1/1	10:24:10
0/1	10:29:10
0/1	10:34:10
0/0	10:39:10
0/0	10:44:10
0/1	10:49:10
0/0	10:54:10
0/1	10:59:10
1/1	11:04:10
0/1	11:09:10
0/0	11:14:10
0/1	11:19:10
0/0	11:24:10
0/1	11:29:10
0/1	11:34:10
1/1	11:39:10
0/1	11:44:10
0/0	11:49:10
0/0	11:54:10
1/1	11:59:10
1/1	12:04:10
1/1	12:09:10
0/1	12:14:10
0/1	12:19:10
0/0	12:24:10
0/0	12:29:10
1/1	12:34:10
1/1	12:39:10
1/1	12:44:10
1/1	12:49:10
1/1	12:54:10
1/1	12:59:10
1/1	13:04:10
1/1	13:09:10
1/1	13:14:10
1/1	13:19:10
1/1	13:24:10
1/1	13:29:10
0/1	13:34:10
0/0	13:39:10
0/0	13:44:10
0/0	13:49:10
0/1	13:54:10
1/1	13:59:10
0/1	14:04:10
0/0	14:09:10
0/0	14:14:10
0/0	14:19:10
1/1	14:24:10
0/1	14:29:10
0/0	14:34:10
0/0	14:39:10
2/2	14:44:10
1/2	14:49:10
1/1	14:54:10
0/2	14:59:10
0/0	15:04:10
0/2	15:09:10
0/0	15:14:10
0/0	15:19:10
0/0	15:24:10
0/0	15:29:10
0/0	15:34:10
0/0	15:39:10
0/0	15:44:10
0/0	15:49:10
0/0	15:54:10
0/0	15:59:10
1/1	16:04:10
1/1	16:09:10
0/1	16:14:10
0/0	16:19:10
0/0	16:24:10
1/1	16:29:10
0/1	16:34:10
0/0	16:39:10
0/0	16:44:10
1/1	16:49:10
1/1	16:54:10
1/1	16:59:10
0/0	18:24:59
1/1	18:32:54
0/1	18:37:54
0/1	18:42:54
0/1	18:47:54
1/1	18:52:54
1/1	18:57:54
1/1	19:02:54
0/1	19:07:54
1/1	19:12:54
0/1	19:17:54
0/1	19:22:54
0/1	19:27:54
1/1	19:32:54
0/1	19:37:54
1/1	19:42:54
0/1	19:47:54
0/1	19:52:54
0/0	19:57:54
1/1	20:02:54
1/1	20:07:54
0/1	20:12:54
0/0	20:17:54
0/1	20:22:54
0/0	20:27:54
0/1	20:32:54
1/1	20:37:54
1/1	20:42:54
1/1	20:47:54
0/1	20:52:54
0/0	20:57:54
0/0	21:02:54
1/1	21:07:54
0/1	21:12:54
0/1	21:17:54
1/1	21:22:54
1/1	21:27:54
1/1	21:32:54
1/1	21:37:54
1/1	21:42:54
0/0	21:49:45
0/0	21:54:45
1/1	21:59:45
0/1	22:04:45
0/0	22:09:45
0/0	22:14:45
1/1	22:19:45
1/1	22:24:45
1/1	22:29:45
1/1	22:34:45
1/1	22:39:45
1/1	22:44:45
1/1	22:49:45
1/1	22:54:45
