0/0	0:04:53
0/0	0:09:53
0/0	0:14:53
0/0	0:19:53
0/0	0:24:53
0/0	0:29:53
0/0	0:34:53
0/0	0:39:53
0/0	0:44:53
0/0	0:49:53
0/0	0:54:53
0/0	0:59:53
0/0	1:04:53
0/0	1:09:53
0/0	1:14:53
0/0	1:19:53
0/0	1:24:53
0/0	1:29:53
0/0	1:34:53
0/0	1:39:53
0/0	1:44:53
0/0	1:49:53
0/0	1:54:53
0/0	1:59:53
0/0	2:04:53
0/0	2:09:53
0/0	2:14:53
0/0	2:19:53
0/0	2:24:53
0/0	2:29:53
0/0	2:34:53
0/0	2:39:53
0/0	2:44:53
0/0	2:49:53
0/0	2:54:53
0/0	2:59:53
0/0	3:04:53
0/0	3:09:53
0/0	3:14:53
0/0	3:19:53
0/0	3:24:53
0/0	3:29:53
0/0	3:34:53
0/0	3:39:53
0/0	3:44:53
0/0	3:49:53
0/0	3:54:53
0/0	3:59:53
0/0	4:04:53
0/0	4:09:53
0/0	4:14:53
0/0	4:19:53
0/0	4:24:53
0/0	4:29:53
0/0	4:34:53
0/0	4:39:53
0/0	4:44:53
0/0	4:49:53
0/0	4:54:53
0/0	4:59:53
0/0	5:04:53
0/0	5:09:53
0/0	5:14:53
0/0	5:19:53
0/0	5:24:53
0/0	5:29:53
0/0	5:34:53
0/0	5:39:53
0/0	5:44:53
0/0	5:49:53
0/0	5:54:53
0/0	5:59:53
0/0	6:04:53
0/0	6:09:53
0/0	6:14:53
0/0	6:19:53
0/0	6:24:53
0/0	6:29:53
0/0	6:34:53
0/0	6:39:53
0/0	6:44:53
0/0	6:49:53
0/0	6:54:53
0/0	6:59:53
0/0	7:04:53
0/0	7:09:53
0/0	7:14:53
0/0	7:19:53
0/0	7:24:53
0/0	7:29:53
0/0	7:34:53
0/1	7:39:53
1/1	7:44:53
0/0	7:49:53
0/0	7:54:53
0/1	7:59:53
0/0	8:04:53
0/1	8:09:53
0/0	8:14:53
0/0	8:19:53
0/0	8:24:53
0/1	8:29:53
0/0	8:34:53
0/0	8:39:53
0/0	8:44:53
1/1	8:49:53
0/1	8:54:53
0/0	8:59:53
0/0	9:04:53
0/0	9:09:53
0/0	9:14:53
0/0	9:19:53
0/0	9:24:53
0/0	9:29:53
0/0	9:34:53
0/0	9:39:53
0/0	9:44:53
0/0	9:49:53
0/0	9:54:53
0/0	9:59:53
0/0	10:04:53
0/0	10:09:53
0/0	10:14:53
0/0	10:19:53
0/0	10:24:53
0/0	10:29:53
0/0	10:34:53
0/0	10:39:53
0/0	10:44:53
0/0	10:49:53
0/0	10:54:53
0/0	10:59:53
0/0	11:04:53
0/0	11:09:53
0/0	11:14:53
0/0	11:19:53
0/0	11:24:53
0/0	11:29:53
0/0	11:34:53
0/0	11:39:53
0/0	11:44:53
0/0	11:49:53
0/1	11:54:53
0/0	11:59:53
0/1	12:04:53
1/1	12:09:53
0/1	12:14:53
1/1	12:19:53
0/1	12:24:53
1/1	12:29:53
1/1	12:34:53
1/1	12:39:53
0/1	12:44:53
1/1	12:49:53
0/1	12:54:53
0/0	12:59:53
0/0	13:04:53
0/0	13:09:53
1/1	13:14:53
0/1	13:19:53
0/1	13:24:53
0/1	13:29:53
0/1	13:34:53
1/1	13:39:53
0/1	13:44:53
0/0	13:49:53
0/0	13:54:53
0/0	13:59:53
1/1	14:04:54
1/1	14:09:54
0/1	14:14:54
0/1	14:19:54
