0/0	0:00:04
0/0	0:05:04
0/0	0:10:04
0/0	0:15:04
0/0	0:20:04
0/0	0:25:04
0/0	0:30:04
0/0	0:35:04
0/0	0:40:04
0/0	0:45:04
0/0	0:50:04
0/0	0:55:04
0/0	1:00:04
0/0	1:05:04
0/0	1:10:04
0/0	1:15:04
0/0	1:20:04
0/0	1:25:04
0/0	1:30:04
0/0	1:35:04
0/0	1:40:04
0/0	1:45:04
0/0	1:50:04
0/0	1:55:04
0/0	2:00:04
0/0	2:05:04
0/0	2:10:04
0/0	2:15:04
0/0	2:20:04
0/0	2:25:04
0/0	2:30:04
0/0	2:35:04
0/0	2:40:04
0/0	2:45:04
0/0	2:50:04
0/0	2:55:04
0/0	3:00:04
0/0	3:05:04
0/0	3:10:04
0/0	3:15:04
0/0	3:20:04
0/0	3:25:04
0/0	3:30:04
0/0	3:35:04
0/0	3:40:04
0/0	3:45:04
0/0	3:50:04
0/0	3:55:04
0/0	4:00:04
0/0	4:05:04
0/0	4:10:04
0/0	4:15:04
0/0	4:20:04
0/0	4:25:04
0/0	4:30:04
0/0	4:35:04
0/0	4:40:04
0/0	4:45:04
0/0	4:50:04
0/0	4:55:04
0/0	5:00:04
0/0	5:05:04
0/0	5:10:04
0/0	5:15:04
0/0	5:20:04
0/0	5:25:04
0/0	5:30:04
0/0	5:35:04
0/0	5:40:04
0/0	5:45:04
0/0	5:50:04
0/0	5:55:04
0/0	6:00:04
0/0	6:05:04
0/0	6:10:04
0/0	6:15:04
0/0	6:20:04
0/0	6:25:04
0/0	6:30:04
0/0	6:35:04
0/0	6:40:04
0/0	6:45:04
0/0	6:50:04
0/0	6:55:04
0/0	7:00:04
0/0	7:05:04
0/0	7:10:04
0/0	7:15:04
0/0	7:20:04
0/0	7:25:04
0/0	7:30:04
0/0	7:35:04
0/0	7:40:04
0/0	7:45:04
0/0	7:50:04
0/0	7:55:04
0/0	8:00:04
0/0	8:05:04
0/0	8:10:04
0/0	8:15:04
0/0	8:20:04
0/0	8:25:04
0/0	8:30:04
0/0	8:35:04
0/0	8:40:04
0/0	8:45:04
0/0	8:50:04
0/0	8:55:04
0/0	9:00:04
0/0	9:05:04
0/0	9:10:04
0/0	9:15:04
0/0	9:20:04
0/0	9:25:04
0/0	9:30:04
0/0	9:35:04
0/0	9:40:04
0/0	9:45:04
0/0	9:50:04
0/0	9:55:04
0/0	10:00:04
