0/0	0:02:25
0/0	0:07:25
0/0	0:12:25
0/0	0:17:25
0/0	0:22:25
0/0	0:27:25
0/0	0:32:25
0/0	0:37:25
0/0	0:42:25
0/0	0:47:25
0/0	0:52:25
0/0	0:57:25
0/0	1:02:25
0/0	1:07:25
0/0	1:12:25
0/0	1:17:25
0/0	1:22:25
0/0	1:27:25
0/0	1:32:25
0/0	1:37:25
0/0	1:42:25
0/0	1:47:25
0/0	1:52:25
0/0	1:57:25
1/1	2:02:25
1/1	2:07:25
1/1	2:12:25
0/1	2:17:25
1/1	2:22:25
1/1	2:27:25
1/1	2:32:25
0/1	2:37:25
0/1	2:42:25
1/1	2:47:25
0/1	2:52:25
0/1	2:57:25
0/1	3:02:25
1/1	3:07:25
0/1	3:12:25
1/1	3:17:25
0/1	3:22:25
1/1	3:27:25
1/1	3:32:25
1/1	3:37:25
1/1	3:42:25
1/1	3:47:25
0/1	3:52:25
0/0	3:57:25
0/1	4:02:25
0/1	4:07:25
0/1	4:12:25
1/1	22:28:24
1/1	22:33:24
1/1	22:38:24
1/1	22:43:24
0/1	22:48:24
0/1	22:53:24
0/0	22:58:24
0/0	23:03:24
0/0	23:08:24
0/0	23:13:24
0/0	23:18:24
0/0	23:23:24
0/0	23:28:24
0/0	23:33:24
0/0	23:38:24
0/0	23:43:24
0/0	23:48:24
