0/1	15:46:16
0/0	15:51:16
0/0	15:56:16
0/0	16:01:16
1/1	16:06:16
0/1	16:11:16
1/1	16:16:16
0/1	16:21:16
0/1	16:26:16
1/1	16:31:16
1/1	16:36:16
1/1	16:41:16
0/1	16:46:16
1/1	16:51:16
1/1	16:56:16
0/1	17:01:16
0/0	21:27:52
1/1	21:32:52
0/1	21:37:52
1/1	21:42:52
1/1	21:47:52
0/1	21:52:52
0/0	21:57:52
0/0	22:02:52
0/0	22:07:52
0/0	22:12:52
0/0	22:17:52
0/0	22:22:52
0/0	22:27:52
0/0	22:32:52
0/0	22:37:52
0/0	22:42:52
0/0	22:47:52
0/0	22:52:52
0/0	22:57:52
0/0	23:02:52
0/0	23:07:52
0/0	23:12:52
0/0	23:17:52
0/0	23:22:52
0/0	23:27:52
0/0	23:32:52
0/0	23:37:52
0/0	23:42:52
0/0	23:47:52
0/0	23:52:52
0/0	23:57:52
